Date,diarreia,dor no corpo,fadiga,irritacao sobre a pele,mal estar
2011-05-22,38.0,6.0,12.0,0.0,18.0
2011-05-29,42.0,1.0,15.0,0.0,12.0
2011-06-05,50.0,9.0,10.0,0.0,12.0
2011-06-12,48.0,12.0,15.0,0.0,10.0
2011-06-19,56.0,11.0,5.0,0.0,6.0
2011-06-26,38.0,4.0,6.0,0.0,13.0
2011-07-03,41.0,6.0,10.0,0.0,7.0
2011-07-10,27.0,10.0,15.0,0.0,4.0
2011-07-17,30.0,10.0,11.0,0.0,16.0
2011-07-24,33.0,11.0,14.0,0.0,8.0
2011-07-31,40.0,6.0,11.0,0.0,8.0
2011-08-07,49.0,10.0,7.0,0.0,7.0
2011-08-14,52.0,7.0,16.0,0.0,12.0
2011-08-21,40.0,5.0,13.0,0.0,12.0
2011-08-28,44.0,9.0,15.0,0.0,5.0
2011-09-04,47.0,5.0,16.0,0.0,8.0
2011-09-11,42.0,8.0,19.0,0.0,14.0
2011-09-18,46.0,7.0,25.0,0.0,14.0
2011-09-25,49.0,15.0,18.0,0.0,10.0
2011-10-02,54.0,4.0,19.0,0.0,17.0
2011-10-09,42.0,12.0,10.0,0.0,10.0
2011-10-16,38.0,3.0,13.0,0.0,9.0
2011-10-23,54.0,6.0,7.0,0.0,10.0
2011-10-30,36.0,8.0,20.0,0.0,14.0
2011-11-06,42.0,13.0,23.0,0.0,15.0
2011-11-13,57.0,17.0,12.0,0.0,13.0
2011-11-20,61.0,1.0,20.0,0.0,7.0
2011-11-27,57.0,13.0,25.0,0.0,17.0
2011-12-04,44.0,5.0,25.0,0.0,9.0
2011-12-11,49.0,12.0,18.0,0.0,8.0
2011-12-18,60.0,11.0,14.0,0.0,18.0
2011-12-25,70.0,9.0,8.0,0.0,14.0
2012-01-01,49.0,13.0,7.0,0.0,16.0
2012-01-08,57.0,5.0,12.0,0.0,12.0
2012-01-15,67.0,8.0,5.0,0.0,12.0
2012-01-22,60.0,13.0,5.0,0.0,6.0
2012-01-29,54.0,7.0,7.0,0.0,14.0
2012-02-05,48.0,10.0,8.0,0.0,12.0
2012-02-12,63.0,10.0,11.0,0.0,12.0
2012-02-19,73.0,8.0,10.0,0.0,20.0
2012-02-26,71.0,6.0,6.0,0.0,21.0
2012-03-04,53.0,9.0,18.0,0.0,11.0
2012-03-11,47.0,13.0,8.0,0.0,11.0
2012-03-18,52.0,7.0,18.0,0.0,16.0
2012-03-25,69.0,11.0,9.0,0.0,7.0
2012-04-01,44.0,6.0,2.0,0.0,6.0
2012-04-08,47.0,11.0,11.0,0.0,9.0
2012-04-15,79.0,10.0,12.0,0.0,11.0
2012-04-22,46.0,8.0,9.0,0.0,17.0
2012-04-29,61.0,8.0,10.0,0.0,12.0
2012-05-06,52.0,9.0,7.0,0.0,9.0
2012-05-13,44.0,8.0,15.0,0.0,10.0
2012-05-20,36.0,11.0,15.0,0.0,6.0
2012-05-27,52.0,7.0,12.0,0.0,16.0
2012-06-03,55.0,7.0,14.0,0.0,7.0
2012-06-10,64.0,7.0,8.0,0.0,14.0
2012-06-17,42.0,7.0,15.0,0.0,8.0
2012-06-24,46.0,3.0,11.0,0.0,12.0
2012-07-01,39.0,13.0,11.0,0.0,11.0
2012-07-08,49.0,11.0,7.0,0.0,9.0
2012-07-15,49.0,10.0,12.0,0.0,21.0
2012-07-22,56.0,12.0,10.0,0.0,11.0
2012-07-29,52.0,9.0,9.0,0.0,8.0
2012-08-05,51.0,17.0,8.0,0.0,12.0
2012-08-12,61.0,9.0,9.0,0.0,11.0
2012-08-19,55.0,11.0,17.0,0.0,15.0
2012-08-26,70.0,13.0,17.0,0.0,16.0
2012-09-02,63.0,18.0,9.0,0.0,12.0
2012-09-09,67.0,10.0,13.0,0.0,15.0
2012-09-16,75.0,9.0,17.0,0.0,13.0
2012-09-23,52.0,9.0,12.0,0.0,17.0
2012-09-30,66.0,13.0,9.0,0.0,20.0
2012-10-07,53.0,9.0,6.0,0.0,11.0
2012-10-14,58.0,15.0,20.0,0.0,26.0
2012-10-21,64.0,12.0,14.0,0.0,20.0
2012-10-28,66.0,13.0,6.0,0.0,14.0
2012-11-04,58.0,13.0,12.0,0.0,14.0
2012-11-11,63.0,16.0,13.0,0.0,15.0
2012-11-18,60.0,9.0,17.0,0.0,18.0
2012-11-25,55.0,6.0,10.0,0.0,12.0
2012-12-02,59.0,5.0,17.0,0.0,15.0
2012-12-09,64.0,10.0,10.0,0.0,16.0
2012-12-16,63.0,14.0,6.0,0.0,10.0
2012-12-23,52.0,12.0,4.0,0.0,25.0
2012-12-30,80.0,13.0,10.0,0.0,16.0
2013-01-06,44.0,6.0,5.0,0.0,8.0
2013-01-13,31.0,6.0,8.0,0.0,4.0
2013-01-20,48.0,10.0,4.0,0.0,10.0
2013-01-27,39.0,8.0,7.0,0.0,10.0
2013-02-03,30.0,7.0,3.0,0.0,8.0
2013-02-10,43.0,9.0,5.0,0.0,8.0
2013-02-17,46.0,10.0,4.0,0.0,13.0
2013-02-24,49.0,10.0,10.0,0.0,9.0
2013-03-03,42.0,10.0,6.0,0.0,7.0
2013-03-10,32.0,10.0,8.0,0.0,10.0
2013-03-17,31.0,9.0,3.0,0.0,9.0
2013-03-24,32.0,8.0,6.0,0.0,7.0
2013-03-31,40.0,9.0,8.0,0.0,8.0
2013-04-07,40.0,15.0,5.0,0.0,8.0
2013-04-14,39.0,7.0,8.0,0.0,7.0
2013-04-21,40.0,10.0,8.0,0.0,6.0
2013-04-28,40.0,13.0,8.0,0.0,12.0
2013-05-05,29.0,9.0,11.0,0.0,7.0
2013-05-12,32.0,10.0,5.0,0.0,10.0
2013-05-19,36.0,6.0,5.0,0.0,12.0
2013-05-26,34.0,6.0,4.0,0.0,9.0
2013-06-02,35.0,8.0,8.0,0.0,8.0
2013-06-09,32.0,8.0,7.0,0.0,6.0
2013-06-16,38.0,6.0,5.0,0.0,9.0
2013-06-23,34.0,8.0,7.0,0.0,4.0
2013-06-30,26.0,7.0,5.0,0.0,7.0
2013-07-07,36.0,5.0,6.0,0.0,7.0
2013-07-14,38.0,7.0,7.0,0.0,8.0
2013-07-21,31.0,3.0,2.0,0.0,7.0
2013-07-28,34.0,8.0,8.0,0.0,3.0
2013-08-04,43.0,10.0,5.0,0.0,8.0
2013-08-11,43.0,6.0,5.0,0.0,8.0
2013-08-18,42.0,8.0,9.0,0.0,8.0
2013-08-25,45.0,7.0,7.0,0.0,6.0
2013-09-01,51.0,8.0,10.0,0.0,7.0
2013-09-08,52.0,11.0,7.0,0.0,10.0
2013-09-15,42.0,5.0,7.0,0.0,12.0
2013-09-22,46.0,5.0,11.0,0.0,10.0
2013-09-29,36.0,5.0,9.0,0.0,12.0
2013-10-06,43.0,9.0,5.0,0.0,10.0
2013-10-13,41.0,8.0,5.0,0.0,8.0
