Date,anemia,crescimento progressivo das feridas,indisposicao,palidez,perda de peso
2012-01-08,38.0,0.0,0.0,1.0,5.0
2012-01-15,29.0,0.0,0.0,0.0,4.0
2012-01-22,20.0,0.0,0.0,0.0,2.0
2012-01-29,42.0,0.0,0.0,0.0,3.0
2012-02-05,34.0,0.0,0.0,0.0,4.0
2012-02-12,50.0,0.0,0.0,0.0,3.0
2012-02-19,31.0,0.0,0.0,0.0,3.0
2012-02-26,46.0,0.0,0.0,1.0,5.0
2012-03-04,46.0,0.0,0.0,2.0,3.0
2012-03-11,49.0,0.0,0.0,1.0,6.0
2012-03-18,64.0,0.0,0.0,1.0,7.0
2012-03-25,56.0,0.0,0.0,1.0,7.0
2012-04-01,46.0,0.0,0.0,1.0,5.0
2012-04-08,44.0,0.0,0.0,1.0,8.0
2012-04-15,39.0,0.0,0.0,1.0,5.0
2012-04-22,52.0,0.0,0.0,1.0,6.0
2012-04-29,41.0,0.0,0.0,1.0,2.0
2012-05-06,43.0,0.0,0.0,1.0,4.0
2012-05-13,35.0,0.0,0.0,1.0,6.0
2012-05-20,42.0,0.0,1.0,1.0,4.0
2012-05-27,48.0,0.0,1.0,1.0,7.0
2012-06-03,36.0,0.0,1.0,1.0,7.0
2012-06-10,35.0,0.0,1.0,1.0,2.0
2012-06-17,39.0,0.0,1.0,1.0,2.0
2012-06-24,31.0,0.0,1.0,1.0,2.0
2012-07-01,28.0,0.0,0.0,1.0,4.0
2012-07-08,35.0,0.0,0.0,1.0,3.0
2012-07-15,32.0,0.0,0.0,1.0,4.0
2012-07-22,29.0,0.0,0.0,1.0,6.0
2012-07-29,36.0,0.0,0.0,1.0,5.0
2012-08-05,37.0,0.0,0.0,1.0,6.0
2012-08-12,44.0,0.0,0.0,0.0,6.0
2012-08-19,40.0,0.0,0.0,0.0,4.0
2012-08-26,40.0,0.0,0.0,0.0,7.0
2012-09-02,35.0,0.0,0.0,0.0,7.0
2012-09-09,37.0,0.0,0.0,0.0,7.0
2012-09-16,43.0,0.0,0.0,1.0,8.0
2012-09-23,31.0,0.0,0.0,1.0,4.0
2012-09-30,36.0,0.0,0.0,1.0,5.0
2012-10-07,34.0,0.0,0.0,2.0,3.0
2012-10-14,39.0,0.0,0.0,1.0,3.0
2012-10-21,44.0,0.0,0.0,1.0,8.0
2012-10-28,39.0,0.0,0.0,1.0,7.0
2012-11-04,46.0,0.0,0.0,1.0,5.0
2012-11-11,35.0,0.0,0.0,1.0,6.0
2012-11-18,35.0,0.0,0.0,1.0,7.0
2012-11-25,45.0,0.0,0.0,1.0,6.0
2012-12-02,35.0,0.0,0.0,0.0,7.0
2012-12-09,31.0,0.0,0.0,0.0,7.0
2012-12-16,29.0,0.0,0.0,0.0,4.0
2012-12-23,22.0,0.0,0.0,0.0,6.0
2012-12-30,17.0,0.0,0.0,0.0,10.0
2013-01-06,46.0,0.0,0.0,2.0,11.0
2013-01-13,52.0,0.0,0.0,2.0,7.0
2013-01-20,49.0,0.0,0.0,2.0,6.0
2013-01-27,43.0,0.0,0.0,2.0,10.0
2013-02-03,39.0,0.0,0.0,1.0,11.0
2013-02-10,62.0,0.0,0.0,1.0,8.0
2013-02-17,54.0,0.0,0.0,2.0,8.0
2013-02-24,61.0,0.0,0.0,1.0,6.0
2013-03-03,45.0,0.0,0.0,1.0,5.0
2013-03-10,55.0,0.0,0.0,1.0,8.0
2013-03-17,58.0,0.0,1.0,2.0,6.0
2013-03-24,44.0,0.0,0.0,1.0,4.0
2013-03-31,63.0,0.0,0.0,1.0,8.0
2013-04-07,64.0,0.0,0.0,1.0,6.0
2013-04-14,61.0,0.0,0.0,1.0,6.0
2013-04-21,60.0,0.0,0.0,1.0,6.0
2013-04-28,68.0,0.0,0.0,2.0,5.0
2013-05-05,54.0,0.0,0.0,2.0,10.0
2013-05-12,49.0,0.0,1.0,1.0,10.0
2013-05-19,67.0,0.0,0.0,2.0,8.0
2013-05-26,53.0,0.0,0.0,2.0,4.0
2013-06-02,65.0,0.0,0.0,2.0,11.0
2013-06-09,50.0,0.0,0.0,3.0,6.0
2013-06-16,62.0,0.0,0.0,1.0,5.0
2013-06-23,48.0,0.0,0.0,1.0,11.0
2013-06-30,35.0,0.0,0.0,1.0,3.0
2013-07-07,40.0,0.0,0.0,1.0,7.0
2013-07-14,38.0,0.0,0.0,1.0,6.0
2013-07-21,42.0,0.0,0.0,1.0,7.0
2013-07-28,49.0,0.0,1.0,1.0,7.0
2013-08-04,74.0,0.0,0.0,1.0,9.0
2013-08-11,78.0,0.0,0.0,1.0,8.0
2013-08-18,63.0,0.0,0.0,1.0,14.0
2013-08-25,59.0,0.0,0.0,1.0,9.0
2013-09-01,69.0,0.0,0.0,1.0,12.0
2013-09-08,55.0,0.0,1.0,1.0,11.0
2013-09-15,72.0,0.0,1.0,1.0,9.0
